movie_id,title,component_score
691,The Spy Who Loved Me,41.6511291065971
8413,Event Horizon,41.628782494161385
9361,The Last of the Mohicans,41.622883921988176
241554,Run All Night,41.608160031681756
15037,Can't Hardly Wait,41.60797965956099
752,V for Vendetta,41.60290444223194
33542,Rumble in the Bronx,41.60224464806087
306,Beverly Hills Cop III,41.59817615127091
1891,The Empire Strikes Back,41.596013154410706
4515,Lions for Lambs,41.593946390881484
11576,"It's a Mad, Mad, Mad, Mad World",41.56148646350534
14578,Outside Providence,41.5610759132784
19255,Away We Go,41.55608019281109
13,Forrest Gump,41.55307263081681
1572,Die Hard: With a Vengeance,41.55118758534957
2841,A Very Long Engagement,41.53569409535053
9311,Smilla's Sense of Snow,41.52413432127473
2024,The Patriot,41.50414734574494
49519,The Croods,41.49351875575164
90,Beverly Hills Cop,41.48904934484038
315011,Shin Godzilla,41.47298692498486
8834,Conspiracy Theory,41.46875540899227
1966,Alexander,41.45274169184193
54138,Star Trek Into Darkness,41.44077323181613
117,The Untouchables,41.439962935519944
5550,RoboCop 3,41.41139510085135
96,Beverly Hills Cop II,41.40108067827721
5353,The Hunting Party,41.36636994487155
9448,The Big Hit,41.36488346756179
954,Mission: Impossible,41.36416116644715
122917,The Hobbit: The Battle of the Five Armies,41.36123536684218
348,Alien,41.35366446581404
3933,Corpse Bride,41.33950528341825
10685,The Watcher,41.33007692672296
671,Harry Potter and the Philosopher's Stone,41.31214934975927
241239,A Most Violent Year,41.30968155800232
22824,The Fourth Kind,41.30961473374466
152747,All Is Lost,41.30404645664742
2142,Cop Land,41.2715007163584
754,Face/Off,41.26862115622384
1725,West Side Story,41.26102656876833
364,Batman Returns,41.2596774982572
83666,Moonrise Kingdom,41.25775879605286
58595,Snow White and the Huntsman,41.25136713140587
9619,Dante's Peak,41.246721617722905
17578,The Adventures of Tintin,41.24547869825717
16911,The Inhabited Island,41.241795214503
11282,Harold & Kumar Go to White Castle,41.23332669592008
2163,Breakdown,41.22683178481589
2395,Asterix at the Olympic Games,41.22623853752586
11228,Daylight,41.22581516133012
1116,The Wind That Shakes the Barley,41.20374580106215
97630,Zero Dark Thirty,41.18900386457957
12142,Alone in the Dark,41.17156165296253
1620,Hitman,41.16218212912349
296,Terminator 3: Rise of the Machines,41.15375468194427
1265,Bridge to Terabithia,41.148254605603704
9378,Thir13en Ghosts,41.14795287020833
8839,Casper,41.14140834947889
199,Star Trek: First Contact,41.11390314577829
217,Indiana Jones and the Kingdom of the Crystal Skull,41.09945129295724
9449,The Borrowers,41.09828826973925
35073,"The Beast from 20,000 Fathoms",41.09709499003938
453,A Beautiful Mind,41.09656407721762
129,Spirited Away,41.09530519007213
116,Match Point,41.08634484084992
49950,The Roommate,41.08410806822543
20533,Jonah Hex,41.07429517056397
425,Ice Age,41.07273213769672
49049,Dredd,41.06901310415819
943,Lethal Weapon 3,41.06234466394046
331,Jurassic Park III,41.06001405005308
6477,Alvin and the Chipmunks,40.980316691319075
27581,The Other Guys,40.97803268404191
18823,Clash of the Titans,40.97617713160632
4951,10 Things I Hate About You,40.96610851100522
8536,Superman II,40.9641692158726
272,Batman Begins,40.96047900844782
9593,Last Action Hero,40.95180556849224
56292,Mission: Impossible - Ghost Protocol,40.936161432298164
300671,13 Hours: The Secret Soldiers of Benghazi,40.93430681829543
1771,Captain America: The First Avenger,40.92925763936667
3600,I Still Know What You Did Last Summer,40.91768370663722
47327,Drive Angry,40.914356353097276
468,My Own Private Idaho,40.91164409358007
13475,Star Trek,40.90904610199162
1892,Return of the Jedi,40.903959018766976
809,Shrek 2,40.89513900229855
19366,Josie and the Pussycats,40.882770246935415
8012,Get Shorty,40.87793718743198
1427,Perfume: The Story of a Murderer,40.875002576434504
65086,The Woman in Black,40.86411658671978
492,Being John Malkovich,40.858685641764396
563,Starship Troopers,40.85705151794437
950,Ice Age: The Meltdown,40.85640261240824
38543,Ironclad,40.827700792467205
782,Gattaca,40.82589928681817
12620,The House Bunny,40.811863804563494
3472,Dirty Pretty Things,40.81173241917237
8850,The Shadow,40.79536774275637
16433,Grand Theft Parsons,40.79351299586653
11535,Rollerball,40.79232808276432
248,Pocketful of Miracles,40.790365778679686
34813,The Losers,40.77808351013068
811,Silent Running,40.75731536456698
1619,The Way of the Gun,40.751270805286175
9454,Ever After: A Cinderella Story,40.73528001918597
7304,Running Scared,40.729381595300104
72190,World War Z,40.725452610604854
138103,The Expendables 3,40.70131612920386
10428,Hackers,40.69973777051622
22825,The Box,40.69333782451682
14778,Last Orders,40.68535611646625
16320,Serenity,40.68063163344159
228161,Home,40.67730929794767
76494,What to Expect When You're Expecting,40.66378468478742
28355,Case 39,40.64765987553793
8078,Alien: Resurrection,40.64373037117105
64686,47 Ronin,40.63283578125373
4474,My Super Ex-Girlfriend,40.62695422665188
11284,Freddy's Dead: The Final Nightmare,40.614301197466744
920,Cars,40.601332768921715
87101,Terminator Genisys,40.591353516955984
24021,The Twilight Saga: Eclipse,40.59007551276771
1369,Rambo: First Blood Part II,40.590063946889906
10592,Hart's War,40.58757655504087
50620,The Twilight Saga: Breaking Dawn - Part 2,40.587512771663405
401,Garden State,40.5826035653326
947,Lawrence of Arabia,40.58225992930088
27549,Beastmaster 2: Through the Portal of Time,40.58078655239565
10160,A Nightmare on Elm Street 5: The Dream Child,40.571830266814125
8077,Alien鲁,40.56999896645732
72559,G.I. Joe: Retaliation,40.565427103863406
3597,I Know What You Did Last Summer,40.56332823082668
630,The Wizard of Oz,40.562370236030574
4657,Jindabyne,40.55502046552756
9515,The Matador,40.54137738897387
10632,The Hunted,40.540045453124826
111,Scarface,40.5397128621794
11361,Halloween 5: The Revenge of Michael Myers,40.53371056454772
38321,Priest,40.528005458688334
9686,New York Stories,40.492885453616665
29514,Two Evil Eyes,40.48279864610894
9654,The Italian Job,40.482529288526294
9476,A Knight's Tale,40.4728401028256
872,Singin' in the Rain,40.452760129134525
10756,The Haunted Mansion,40.452441116751785
61791,Rise of the Planet of the Apes,40.45146423191391
122,The Lord of the Rings: The Return of the King,40.443952806815595
12138,3000 Miles to Graceland,40.44152250543354
7303,Maid in Manhattan,40.43677200057574
50497,When the Lights Went Out,40.434440969121205
309809,The Little Prince,40.433837164432404
10808,Dr. Dolittle 2,40.430185942852304
36647,Blade,40.426683862201074
21355,All the Pretty Horses,40.41774562496848
14165,Ta Ra Rum Pum,40.40518208701988
27576,Salt,40.40485312349193
59967,Looper,40.402266131988824
13342,Fast Times at Ridgemont High,40.397630307012136
157336,Interstellar,40.39496909360231
10030,Good Luck Chuck,40.39493939274231
1415,Party Monster,40.394111666296936
10028,Honey,40.3847068005177
8966,Twilight,40.38413804508888
5178,The Good Heart,40.37956668072609
22301,Hell's Angels,40.37170849830944
10676,Halloween III: Season of the Witch,40.371597582186
612,Munich,40.36340915833582
44912,Green Lantern,40.35970650720267
11336,The Dead Zone,40.35668517517991
7350,The Bucket List,40.34768457840045
978,Seven Years in Tibet,40.343219332788586
6038,Shanghai Knights,40.34217041161921
10514,The Andromeda Strain,40.340445659769685
2637,The Mothman Prophecies,40.33733124175665
19913,(500) Days of Summer,40.32932054852625
8981,Dear Frankie,40.32004902920387
25376,The Secret in Their Eyes,40.31899948009825
49730,Red Riding Hood,40.30064311403855
9447,Babe: Pig in the City,40.29104134261869
385383,Fight Valley,40.28339010411568
23168,The Town,40.26088983293264
11072,Blazing Saddles,40.247479381554946
27578,The Expendables,40.245978341633595
10935,Heaven's Gate,40.2275890220105
67913,The Guard,40.220378148321785
746,The Last Emperor,40.21409121523551
46332,Of Gods and Men,40.21002168874658
18360,Night at the Museum: Battle of the Smithsonian,40.194739755145754
10987,Halloween: The Curse of Michael Myers,40.19217469101181
844,2046,40.19193580943013
68726,Pacific Rim,40.190964171110174
38,Eternal Sunshine of the Spotless Mind,40.19075263476526
231617,"Signed, Sealed, Delivered",40.17934080227029
698,Moonraker,40.17886697346367
225235,The Geographer Drank His Globe Away,40.16786079757909
17339,Force 10 from Navarone,40.16709358954633
4512,The Assassination of Jesse James by the Coward Robert Ford,40.1665462917934
13820,Repo Man,40.16338567814785
119450,Dawn of the Planet of the Apes,40.16022931203944
11357,Halloween 4: The Return of Michael Myers,40.14464774371385
9625,The Glimmer Man,40.138896379331776
11452,National Lampoon鈥檚 Van Wilder,40.133765418358394
10480,Nurse Betty,40.12785754533474
8285,The Spirit,40.117783443072845
679,Aliens,40.11541643852292
11165,Tora! Tora! Tora!,40.112590156929315
16161,Baby Boy,40.11227032275462
174,Star Trek VI: The Undiscovered Country,40.10727258751068
9470,Kung Fu Hustle,40.10230237747076
1370,Rambo III,40.08674184031838
94329,The Raid,40.08248394041337
10196,The Last Airbender,40.062958581055334
6973,In the Valley of Elah,40.059358458863244
38050,The Adjustment Bureau,40.058871214095795
6795,Zathura: A Space Adventure,40.05676760876656
37724,Skyfall,40.05222846644879
251,Ghost,40.05039599638961
280,Terminator 2: Judgment Day,40.040297884119845
10545,The Hunchback of Notre Dame,40.03988851095442
10895,Pinocchio,40.029707129648266
7191,Cloverfield,40.02371339647619
12096,The Pink Panther,40.01439659119246
57201,The Lone Ranger,39.99700893893724
273481,Sicario,39.99519239875109
254470,Pitch Perfect 2,39.992152659532195
34723,The Adventures of Huck Finn,39.9898851722756
682,The Man with the Golden Gun,39.981157045955776
1949,Zodiac,39.98097736306775
869,Planet of the Apes,39.971857837293605
11661,Joyeux No毛l,39.96952821912501
333371,10 Cloverfield Lane,39.967093958064524
9798,Enemy of the State,39.96654708998199
12819,Alpha and Omega,39.96335153678001
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,39.95617094736145
9053,DOA: Dead or Alive,39.95544154643411
455,Bend It Like Beckham,39.955047996503744
10314,She's All That,39.945278593915376
10781,The Texas Chainsaw Massacre: The Beginning,39.93891819501416
2976,Hairspray,39.937157413475084
1452,Superman Returns,39.934980479174556
22649,A Farewell to Arms,39.93041256936813
9381,Babylon A.D.,39.928087927779835
342,Summer Storm,39.92437463345318
2756,The Abyss,39.90818291170101
14048,Man on Wire,39.903715653147806
43947,I Spit on Your Grave,39.900787117205454
5236,Kiss Kiss Bang Bang,39.89425900166899
12155,Alice in Wonderland,39.891632383074466
44896,Rango,39.88986934759357
9552,The Exorcist,39.88250467067981
2118,L.A. Confidential,39.87973385817518
50725,Take Me Home Tonight,39.875693192972726
19997,Niagara,39.873276015566994
15301,Twilight Zone: The Movie,39.872408276663315
43933,Monsters,39.86188738448188
219,Volver,39.841903282561496
9697,Lady in the Water,39.83859400751708
1995,Lara Croft: Tomb Raider,39.837228091321066
11129,Human Traffic,39.828590195705395
15173,Jonah: A VeggieTales Movie,39.82307694797414
10731,The Client,39.81589874806246
136797,Need for Speed,39.811574023413534
673,Harry Potter and the Prisoner of Azkaban,39.799299194677204
2669,The Bounty,39.7846262082796
11826,Sexy Beast,39.78434262373723
663,Saw IV,39.78301324569314
38055,Megamind,39.78061293300139
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,39.76509565442203
121,The Lord of the Rings: The Two Towers,39.7590535725006
713,The Piano,39.754028458138585
28121,A Thin Line Between Love and Hate,39.75328255830079
1924,Superman,39.72846040555172
60304,Hansel & Gretel: Witch Hunters,39.72393102716111
9473,"South Park: Bigger, Longer & Uncut",39.70804280137302
1430,Bowling for Columbine,39.70583325072863
286217,The Martian,39.67972168594676
18045,The Dark Hours,39.67046470694747
204082,Homefront,39.667719952390556
10202,Bedtime Stories,39.6664110709547
102382,The Amazing Spider-Man 2,39.66357792510335
18886,Flight of the Intruder,39.65764364289514
5994,The Family Man,39.65717076676213
76640,The Last Stand,39.65065422019431
14161,2012,39.644772246292945
1701,Con Air,39.64181719434116
49517,Tinker Tailor Soldier Spy,39.63374647267651
1573,Die Hard 2,39.62856711352987
9488,Spy Kids 2: The Island of Lost Dreams,39.62616842991123
81390,A Lonely Place to Die,39.62563678097823
10603,George of the Jungle,39.624813038482834
10198,The Princess and the Frog,39.619531679944544
92591,Bernie,39.614945346789035
24418,Cirque du Freak: The Vampire's Assistant,39.61294638420039
10684,Courage Under Fire,39.60921394347546
887,The Best Years of Our Lives,39.60084673803017
857,Saving Private Ryan,39.591833240392894
157353,Transcendence,39.58901102110699
177572,Big Hero 6,39.58821575528723
44943,Battle: Los Angeles,39.584821239215664
9693,Children of Men,39.571154501414334
889,The Flintstones in Viva Rock Vegas,39.564186974580416
264660,Ex Machina,39.56310672195155
131634,The Hunger Games: Mockingjay - Part 2,39.55965817990755
73,American History X,39.54991619964554
14474,The Oh in Ohio,39.54738772650568
68735,Warcraft,39.54278908214623
11176,The Muppet Movie,39.533434018224426
49051,The Hobbit: An Unexpected Journey,39.52923006108346
24264,Sheena,39.52737874906807
38356,Transformers: Dark of the Moon,39.52229204153424
674,Harry Potter and the Goblet of Fire,39.52169211137519
10955,Ripley's Game,39.519757160440506
11979,Queen of the Damned,39.51540510960582
338,"Good bye, Lenin!",39.50819593511735
12150,Sea of Love,39.49638680494081
9594,Double Impact,39.49537844006182
5966,Along Came Polly,39.49330918471517
49529,John Carter,39.49103923719935
664,Twister,39.48737937229317
7512,Idiocracy,39.48714868765039
619,The Bodyguard,39.48266990617927
10226,High Tension,39.48245759357717
5559,Bee Movie,39.479127185725766
9945,Vampires,39.46724212890991
284,The Apartment,39.46661051360741
10117,Action Jackson,39.46510662371686
23742,Cop Out,39.45215880227863
328387,Nerve,39.44135618264354
3131,Gangs of New York,39.434590447183865
9389,Renaissance,39.42640837516526
228326,The Book of Life,39.42419728395427
137106,The Lego Movie,39.41592263639352
13183,Watchmen,39.40921601789352
10956,Joe Dirt,39.40630842263706
243,High Fidelity,39.40453467978388
77459,A Monster in Paris,39.403704906522115
13279,Lakeview Terrace,39.39520479005863
6217,Cat People,39.393097919624445
296096,Me Before You,39.38756909216236
36095,Madness. Terror. Murder.,39.3850092694614
10199,The Tale of Despereaux,39.38243499428752
10061,Escape from L.A.,39.355020254720735
21413,The Battle of Shaker Heights,39.35082639863589
9276,The Faculty,39.34407409192722
699,For Your Eyes Only,39.343662479004394
796,Cruel Intentions,39.3425427489925
209112,Batman v Superman: Dawn of Justice,39.33737100988691
46195,Rio,39.337188747038724
10283,Friday the 13th Part VIII: Jason Takes Manhattan,39.3355862478139
319888,Eddie the Eagle,39.334644525064796
77931,The Smurfs 2,39.32766530086922
681,Diamonds Are Forever,39.327041745359004
470,21 Grams,39.32242311207164
207769,Banshee Chapter,39.322161415340894
106,Predator,39.31568582058295
808,Shrek,39.3149076351817
602,Independence Day,39.306130333413655
534,Terminator Salvation,39.30532937508524
9598,Babe,39.30216592416807
34647,Enter the Void,39.288424948714265
1073,Arlington Road,39.27885125932977
35691,Letters to God,39.27845571079894
36557,Casino Royale,39.27731115376435
264656,The Homesman,39.27729896229167
277685,Unfriended,39.26991344732266
8967,The Tree of Life,39.258635752406605
5491,Battlefield Earth,39.25778849797899
11835,Death Sentence,39.254169208689454
49521,Man of Steel,39.25126140249458
41730,Desert Blue,39.250784642768366
9275,Death to Smoochy,39.244083843361665
3040,Night Watch,39.24077059521408
1724,The Incredible Hulk,39.23060744683755
99861,Avengers: Age of Ultron,39.22876934106967
45612,Source Code,39.227750795665166
238615,Self/less,39.22557919708106
4327,Charlie's Angels,39.215815260287734
227707,The Adventurer: The Curse of the Midas Box,39.20864680907642
12289,Red Cliff,39.20656540489336
1571,Live Free or Die Hard,39.20599265786671
278927,The Jungle Book,39.198355288091065
3083,Mr. Smith Goes to Washington,39.190737991831156
27205,Inception,39.18115151316724
594,The Terminal,39.18037681556738
10564,Where the Heart Is,39.178850826664394
38665,The Legend of the Lone Ranger,39.17857951075786
9414,The Man Who Knew Too Little,39.172354779761385
140300,Kung Fu Panda 3,39.171383947639185
10571,Boys and Girls,39.16161591157996
433,Mary Poppins,39.15722334283945
15239,The Toxic Avenger,39.15637916873199
84329,Robot & Frank,39.15586309241182
9906,The Ant Bully,39.14952186605345
15992,Abandon,39.14947064117354
1372,Blood Diamond,39.14379201188915
11637,Are We There Yet?,39.14055986810718
27582,The Mechanic,39.13564422453066
4982,American Gangster,39.132186054207594
9387,Conan the Barbarian,39.1200763595221
1417,Pan's Labyrinth,39.119922182294935
9954,The Covenant,39.118363117283145
1685,Beneath the Planet of the Apes,39.10932685979092
1382,Me and You and Everyone We Know,39.10364126118782
76338,Thor: The Dark World,39.09539383954924
34851,Predators,39.09426153310246
61012,Silent Hill: Revelation 3D,39.09357158960833
582,The Lives of Others,39.08545936334312
